model,slope_mA_per_V,intercept_mA,MAE_mA,RMSE_mA,R2,max_abs_error_mA,samples
global_linear_model_all_loads,-28.04019700843568,46.3537244024897,0.3288452083519651,0.3856351961845214,0.9996695344676084,0.9306343901325533,561
