,,,,,02-APR-2026,15:00:00,2633219,
,5.5240000E-04,Adc,,
,5.5420000E-04,Adc,,
,5.5390000E-04,Adc,,
,5.5240000E-04,Adc,,
,5.5250000E-04,Adc,,
,5.5230000E-04,Adc,,
,5.5230000E-04,Adc,,
,5.5220000E-04,Adc,,
,5.5210000E-04,Adc,,
,5.5230000E-04,Adc,,
,5.5240000E-04,Adc,,
,5.5250000E-04,Adc,,
,5.5260000E-04,Adc,,
,5.5260000E-04,Adc,,
,5.5270000E-04,Adc,,
,5.5270000E-04,Adc,,
,5.5250000E-04,Adc,,
,5.5060000E-04,Adc,,
,5.5200000E-04,Adc,,
,5.5200000E-04,Adc,,
,5.5210000E-04,Adc,,
,5.5350000E-04,Adc,,
,5.5330000E-04,Adc,,
,5.5310000E-04,Adc,,
,5.5310000E-04,Adc,,
,5.5300000E-04,Adc,,
,5.5290000E-04,Adc,,
,5.5130000E-04,Adc,,
,5.5140000E-04,Adc,,
,5.5130000E-04,Adc,,
,5.5120000E-04,Adc,,
,5.5380000E-04,Adc,,
,5.5170000E-04,Adc,,
,5.5180000E-04,Adc,,
,5.5160000E-04,Adc,,
,5.4990000E-04,Adc,,
,5.4980000E-04,Adc,,
,5.4980000E-04,Adc,,
,5.5000000E-04,Adc,,
,5.5010000E-04,Adc,,
,5.5200000E-04,Adc,,
,5.5180000E-04,Adc,,
,5.5160000E-04,Adc,,
,5.5140000E-04,Adc,,
,5.5130000E-04,Adc,,
,5.4990000E-04,Adc,,
,5.5130000E-04,Adc,,
,5.5120000E-04,Adc,,
,5.5140000E-04,Adc,,
,5.4990000E-04,Adc,,
,5.5010000E-04,Adc,,
,5.5040000E-04,Adc,,
,5.5170000E-04,Adc,,
,5.5150000E-04,Adc,,
,5.5170000E-04,Adc,,
,5.5180000E-04,Adc,,
,5.5190000E-04,Adc,,
,5.5220000E-04,Adc,,
,5.5210000E-04,Adc,,
,5.5220000E-04,Adc,,
,5.5090000E-04,Adc,,
,5.5110000E-04,Adc,,
,5.5140000E-04,Adc,,
,5.5130000E-04,Adc,,
,5.5130000E-04,Adc,,
,5.5130000E-04,Adc,,
,5.5120000E-04,Adc,,
,5.5110000E-04,Adc,,
,5.5110000E-04,Adc,,
,5.5130000E-04,Adc,,
,5.5130000E-04,Adc,,
,5.5130000E-04,Adc,,
,5.5120000E-04,Adc,,
,5.5120000E-04,Adc,,
,5.5110000E-04,Adc,,
,5.5130000E-04,Adc,,
,5.5120000E-04,Adc,,
,5.5110000E-04,Adc,,
,5.5110000E-04,Adc,,
,5.5120000E-04,Adc,,
,5.5110000E-04,Adc,,
,5.5120000E-04,Adc,,
,5.5110000E-04,Adc,,
,5.5100000E-04,Adc,,
,5.5120000E-04,Adc,,
,5.5130000E-04,Adc,,
,5.5120000E-04,Adc,,
,5.5270000E-04,Adc,,
,5.5280000E-04,Adc,,
,5.5250000E-04,Adc,,
,5.5380000E-04,Adc,,
,5.5360000E-04,Adc,,
,5.5200000E-04,Adc,,
,5.5200000E-04,Adc,,
,5.5220000E-04,Adc,,
,5.5020000E-04,Adc,,
,5.5030000E-04,Adc,,
,5.5050000E-04,Adc,,
,5.5060000E-04,Adc,,
,5.5060000E-04,Adc,,
,5.5080000E-04,Adc,,
,5.5090000E-04,Adc,,
,5.5090000E-04,Adc,,
,5.5070000E-04,Adc,,
,5.5070000E-04,Adc,,
,5.5040000E-04,Adc,,
,5.5050000E-04,Adc,,
,5.5080000E-04,Adc,,
,5.5270000E-04,Adc,,
,5.5270000E-04,Adc,,
,5.5420000E-04,Adc,,
,5.5270000E-04,Adc,,
,5.5290000E-04,Adc,,
,5.5170000E-04,Adc,,
,5.5180000E-04,Adc,,
,5.5190000E-04,Adc,,
,5.5170000E-04,Adc,,
,5.5180000E-04,Adc,,
,5.5190000E-04,Adc,,
,5.5210000E-04,Adc,,
,5.5240000E-04,Adc,,
,5.5230000E-04,Adc,,
,5.5240000E-04,Adc,,
,5.5210000E-04,Adc,,
,5.5060000E-04,Adc,,
,5.5080000E-04,Adc,,
,5.5100000E-04,Adc,,
,5.5130000E-04,Adc,,
,5.5140000E-04,Adc,,
,5.5140000E-04,Adc,,
,5.5150000E-04,Adc,,
,5.5170000E-04,Adc,,
,5.5020000E-04,Adc,,
,5.5040000E-04,Adc,,
,5.5060000E-04,Adc,,
,5.5090000E-04,Adc,,
,5.5110000E-04,Adc,,
,5.5130000E-04,Adc,,
,5.5140000E-04,Adc,,
,5.5140000E-04,Adc,,
,5.5140000E-04,Adc,,
,5.5120000E-04,Adc,,
,5.5140000E-04,Adc,,
,5.5130000E-04,Adc,,
,5.5120000E-04,Adc,,
,5.5100000E-04,Adc,,
,5.5080000E-04,Adc,,
,5.5100000E-04,Adc,,
,5.5100000E-04,Adc,,
,5.5270000E-04,Adc,,
,5.5270000E-04,Adc,,
,5.5280000E-04,Adc,,
,5.5280000E-04,Adc,,
,5.5280000E-04,Adc,,
,5.5270000E-04,Adc,,
,5.5250000E-04,Adc,,
,5.5230000E-04,Adc,,
,5.5220000E-04,Adc,,
,5.5210000E-04,Adc,,
,5.5200000E-04,Adc,,
,5.5220000E-04,Adc,,
,5.5210000E-04,Adc,,
,5.5060000E-04,Adc,,
,5.5050000E-04,Adc,,
,5.5030000E-04,Adc,,
,5.5050000E-04,Adc,,
,5.5270000E-04,Adc,,
,5.5270000E-04,Adc,,
,5.5270000E-04,Adc,,
,5.5250000E-04,Adc,,
,5.5230000E-04,Adc,,
,5.5090000E-04,Adc,,
,5.5100000E-04,Adc,,
,5.5110000E-04,Adc,,
,5.5240000E-04,Adc,,
,5.5270000E-04,Adc,,
,5.5420000E-04,Adc,,
,5.5430000E-04,Adc,,
,5.5440000E-04,Adc,,
,5.5430000E-04,Adc,,
,5.5560000E-04,Adc,,
,5.5350000E-04,Adc,,
,5.5370000E-04,Adc,,
,5.5370000E-04,Adc,,
,5.5170000E-04,Adc,,
,5.5450000E-04,Adc,,
,,,,,02-APR-2026,15:01:07,
