model,R2,adjusted_R2,sigma_mA,samples,MAE_mA,RMSE_mA,max_abs_error_mA
global_current_mA_by_dac,0.9996611194438799,0.99966051859183,0.3896483962670094,566,0.3314860061649968,0.3889593623127209,0.9347920683123476
