folds,RMSE_mean_mA,RMSE_sd_mA,MAE_mean_mA,MAE_sd_mA,max_abs_error_mean_mA,max_abs_error_sd_mA
5,0.6107450944677665,0.33071639843064077,0.5604889159018018,0.32474294268135695,1.0096398037280856,0.4494551842614777
