model,R2,adjusted_R2,sigma_mA,samples,MAE_mA,RMSE_mA,max_abs_error_mA
interaction_current_mA_by_dac_load,0.9998129940248499,0.9998113243286432,0.2904844223031461,566,0.2234105086918825,0.2889406500506064,0.7436899955518825
